latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-34.3773,-55.2348,316.8,1,1,2024-01-01,1756,Aqua,MODIS,33,61.03,302.3,5.2,D,2
-34.5295,-56.2801,318.5,1.1,1.1,2024-01-01,1756,Aqua,MODIS,61,61.03,303.9,7.8,D,2
-33.39,-56.5262,318.7,1.1,1.1,2024-01-01,1757,Aqua,MODIS,44,61.03,303.6,8.2,D,2
-33.5174,-56.902,320.1,1.2,1.1,2024-01-01,1757,Aqua,MODIS,58,61.03,304.7,9.5,D,2
-34.7298,-56.2189,319.5,1.4,1.2,2024-01-03,1337,Terra,MODIS,54,61.03,297.5,17,D,2
-34.9019,-54.952,312.8,1.7,1.3,2024-01-03,1337,Terra,MODIS,35,61.03,296.5,10.6,D,2
-34.3742,-55.2355,313.5,1.6,1.3,2024-01-03,1337,Terra,MODIS,64,61.03,295.6,13.4,D,2
-34.5194,-56.2841,313.6,1.4,1.2,2024-01-03,1337,Terra,MODIS,60,61.03,298.1,8.5,D,0
-34.5299,-56.2857,312.5,1.4,1.2,2024-01-03,1337,Terra,MODIS,55,61.03,298,7,D,2
-34.7914,-54.9125,310.7,1.7,1.3,2024-01-03,1337,Terra,MODIS,48,61.03,296.4,10.8,D,2
-34.7207,-55.9546,315.5,1.5,1.2,2024-01-03,1337,Terra,MODIS,65,61.03,297.8,12.1,D,2
-34.7236,-55.9609,315.4,1.5,1.2,2024-01-03,1337,Terra,MODIS,48,61.03,297.7,11.7,D,2
-34.7948,-54.9188,315,1.5,1.2,2024-01-03,1741,Aqua,MODIS,63,61.03,300.1,13.3,D,2
-32.3762,-54.1702,319.3,1.3,1.1,2024-01-03,1742,Aqua,MODIS,55,61.03,298.3,13.7,D,2
-33.2329,-54.3827,315,1.1,1,2024-01-05,1320,Terra,MODIS,48,61.03,298.3,8.1,D,2
-33.5335,-58.2123,314.3,1.3,1.1,2024-01-08,1343,Terra,MODIS,52,61.03,300.9,8.4,D,2
-34.337,-56.7139,313.8,1.7,1.3,2024-01-08,1344,Terra,MODIS,61,61.03,300.1,13.6,D,2
-34.7267,-55.9605,318.8,1.3,1.1,2024-01-08,1751,Aqua,MODIS,63,61.03,303,12,D,2
-34.0966,-56.2217,314.9,1.3,1.1,2024-01-08,1752,Aqua,MODIS,38,61.03,295.2,8.8,D,2
-34.4601,-56.397,318.1,1.3,1.1,2024-01-08,1752,Aqua,MODIS,40,61.03,304.2,10.8,D,2
-34.5307,-56.2833,318.9,1.3,1.1,2024-01-08,1752,Aqua,MODIS,66,61.03,300.8,12.1,D,2
-34.7166,-55.9621,316.2,1.3,1.1,2024-01-08,1752,Aqua,MODIS,50,61.03,302.4,8.6,D,2
-33.9365,-56.7029,317.5,1.1,1,2024-01-11,1818,Aqua,MODIS,66,61.03,298.6,9.8,D,0
-34.3809,-55.2351,317.9,1,1,2024-01-13,1802,Aqua,MODIS,39,61.03,304.5,5.3,D,2
-32.3709,-54.1694,317.2,1.6,1.2,2024-01-15,1332,Terra,MODIS,44,61.03,301.2,12.9,D,2
-32.3709,-54.1628,317.7,1.6,1.2,2024-01-15,1332,Terra,MODIS,31,61.03,301.5,12.1,D,2
-34.7236,-55.9609,316.8,1.3,1.1,2024-01-15,1333,Terra,MODIS,40,61.03,301.6,9.8,D,2
-34.7277,-56.2086,318.2,1.3,1.1,2024-01-15,1333,Terra,MODIS,24,61.03,301.6,9.5,D,2
-33.236,-54.3765,313.9,1.6,1.2,2024-01-15,1333,Terra,MODIS,40,61.03,299.7,10.2,D,2
-33.3834,-56.5212,316,1.2,1.1,2024-01-15,1333,Terra,MODIS,19,61.03,302.4,6.3,D,2
-33.5189,-56.8981,315.8,1.2,1.1,2024-01-15,1333,Terra,MODIS,39,61.03,303.1,5.4,D,2
-34.0978,-56.2199,316,1.3,1.1,2024-01-15,1333,Terra,MODIS,64,61.03,300.5,10.7,D,2
-34.0994,-56.2062,313.1,1.3,1.1,2024-01-15,1333,Terra,MODIS,35,61.03,299.8,7.2,D,2
-34.3767,-55.2354,319.2,1.4,1.2,2024-01-15,1333,Terra,MODIS,70,61.03,300.3,16.4,D,2
-34.4783,-54.3343,312,1.6,1.3,2024-01-15,1333,Terra,MODIS,50,61.03,299.8,10.1,D,2
-34.3447,-56.7145,315.4,1.2,1.1,2024-01-15,1333,Terra,MODIS,35,61.03,302.2,7.1,D,2
-34.4544,-56.385,314.7,1.3,1.1,2024-01-15,1333,Terra,MODIS,20,61.03,302.2,7.6,D,2
-34.5272,-56.2776,317.3,1.3,1.1,2024-01-15,1333,Terra,MODIS,64,61.03,301.6,9.6,D,2
-34.7961,-54.9099,313,1.5,1.2,2024-01-15,1333,Terra,MODIS,41,61.03,301.1,9.6,D,2
-34.7169,-55.9534,315.2,1.3,1.1,2024-01-15,1333,Terra,MODIS,23,61.03,301.5,7.1,D,2
-34.7261,-56.2226,318.6,1.3,1.1,2024-01-15,1333,Terra,MODIS,39,61.03,301.6,10,D,2
-34.7958,-54.9226,321.7,1.3,1.1,2024-01-15,1746,Aqua,MODIS,54,61.03,306.9,14.9,D,2
-34.7233,-55.9635,318.6,1.5,1.2,2024-01-15,1746,Aqua,MODIS,46,61.03,305.2,11.1,D,2
-34.4863,-54.3291,316.8,1.2,1.1,2024-01-15,1746,Aqua,MODIS,49,61.03,304.1,8.4,D,2
-34.3756,-55.243,322.9,1.4,1.2,2024-01-15,1746,Aqua,MODIS,40,61.03,306.6,12.6,D,2
-34.3781,-55.234,322.1,1.4,1.2,2024-01-15,1746,Aqua,MODIS,26,61.03,306.3,11.5,D,2
-34.1006,-56.223,319.4,1.5,1.2,2024-01-15,1747,Aqua,MODIS,63,61.03,306.8,14.4,D,2
-33.3852,-56.5271,310.6,1.5,1.2,2024-01-20,1339,Terra,MODIS,38,61.03,299.5,8.8,D,2
-33.5321,-58.2145,312.4,1.2,1.1,2024-01-20,1339,Terra,MODIS,51,61.03,300.9,6.6,D,2
-34.4575,-56.386,311.1,1.6,1.2,2024-01-20,1340,Terra,MODIS,51,61.03,300.7,9,D,2
-34.3772,-55.2418,309.8,1.8,1.3,2024-01-20,1340,Terra,MODIS,51,61.03,297.4,11.6,D,2
-34.3723,-55.2276,308.9,1.8,1.3,2024-01-20,1340,Terra,MODIS,48,61.03,297.5,10.6,D,2
-34.3337,-56.7143,312.8,1.5,1.2,2024-01-20,1340,Terra,MODIS,46,61.03,301.8,8.9,D,2
-34.3446,-56.7159,313.6,1.5,1.2,2024-01-20,1340,Terra,MODIS,52,61.03,301.5,9.8,D,2
-34.5251,-56.2739,310.4,1.6,1.2,2024-01-20,1340,Terra,MODIS,53,61.03,299.7,7.6,D,2
-34.7914,-54.9217,313.8,1,1,2024-01-20,1757,Aqua,MODIS,33,61.03,301.3,5.7,D,2
-34.7291,-56.2228,319.6,1.2,1.1,2024-01-20,1757,Aqua,MODIS,44,61.03,304.8,9.1,D,2
-34.5338,-56.2831,316,1.2,1.1,2024-01-20,1757,Aqua,MODIS,55,61.03,305,6.5,D,2
-34.5242,-56.2849,317,1.2,1.1,2024-01-20,1757,Aqua,MODIS,63,61.03,305.3,7.8,D,2
-34.3744,-55.2447,316.9,1.1,1,2024-01-20,1757,Aqua,MODIS,33,61.03,303.7,6.9,D,2
-34.4562,-56.3928,317.6,1.2,1.1,2024-01-20,1757,Aqua,MODIS,43,61.03,306.1,9.2,D,2
-34.3419,-56.7139,320.1,1.2,1.1,2024-01-20,1757,Aqua,MODIS,49,61.03,307.7,10.7,D,2
-34.0991,-56.2253,316.7,1.1,1.1,2024-01-20,1757,Aqua,MODIS,35,61.03,305.1,7.7,D,2
-33.3847,-56.5271,318.1,1.2,1.1,2024-01-20,1757,Aqua,MODIS,36,61.03,305.8,8.9,D,2
-32.3707,-54.161,313.4,1.2,1.1,2024-01-22,1322,Terra,MODIS,38,61.03,299.1,7,D,2
-34.7191,-55.9577,312.6,1,1,2024-01-22,1323,Terra,MODIS,47,61.03,299.5,5.7,D,2
-34.7891,-54.9141,312.1,1.1,1.1,2024-01-22,1323,Terra,MODIS,44,61.03,298.2,6.3,D,2
-34.4835,-54.3355,311.1,1.2,1.1,2024-01-22,1323,Terra,MODIS,34,61.03,296.9,6.3,D,2
-34.3727,-55.2353,313,1.1,1,2024-01-22,1323,Terra,MODIS,60,61.03,297.4,6.8,D,2
-34.0966,-56.2155,310.8,1,1,2024-01-22,1323,Terra,MODIS,34,61.03,298.6,4.6,D,2
-34.796,-54.9199,314.2,1.6,1.2,2024-01-22,1741,Aqua,MODIS,55,61.03,301.8,11.8,D,2
-34.3752,-55.2422,315.2,1.6,1.3,2024-01-22,1741,Aqua,MODIS,50,61.03,300.7,12.9,D,2
-34.7261,-56.2108,314.1,1.2,1.1,2024-01-27,1329,Terra,MODIS,24,61.03,300.9,5.1,D,2
-34.7161,-55.9583,312.9,1.2,1.1,2024-01-27,1329,Terra,MODIS,37,61.03,301,5.6,D,2
-34.7933,-54.9159,314.2,1.4,1.2,2024-01-27,1329,Terra,MODIS,54,61.03,300,9.4,D,2
-34.525,-56.2803,313.2,1.2,1.1,2024-01-27,1329,Terra,MODIS,47,61.03,301.3,5,D,2
-34.3428,-56.707,313.7,1.1,1.1,2024-01-27,1329,Terra,MODIS,31,61.03,302.7,5.3,D,2
-34.3721,-55.2371,314.9,1.3,1.1,2024-01-27,1329,Terra,MODIS,63,61.03,299.2,9.7,D,2
-34.0953,-56.2143,313.3,1.2,1.1,2024-01-27,1329,Terra,MODIS,49,61.03,299.8,6.2,D,2
-34.9082,-54.9585,320.1,1.2,1.1,2024-01-27,1751,Aqua,MODIS,34,61.03,303.6,8.5,D,2
-34.7928,-54.9186,318.9,1.2,1.1,2024-01-27,1751,Aqua,MODIS,33,61.03,304.8,8.8,D,2
-34.4854,-54.3334,318,1.1,1,2024-01-27,1751,Aqua,MODIS,59,61.03,305.1,7.4,D,2
-34.3824,-55.2329,319,1.2,1.1,2024-01-27,1751,Aqua,MODIS,28,61.03,305.2,7.3,D,2
-34.6797,-56.2217,324,1.1,1,2024-01-30,1817,Aqua,MODIS,66,61.03,310,7.3,D,2
-34.3726,-55.2342,316.6,1.6,1.3,2024-02-01,1335,Terra,MODIS,45,61.03,303.7,9.8,D,2
-34.7195,-55.96,318,1.5,1.2,2024-02-01,1335,Terra,MODIS,44,61.03,303.5,8.1,D,2
-32.0668,-55.5799,339.6,1,1,2024-02-01,1802,Aqua,MODIS,87,61.03,310.5,31.1,D,0
-32.0578,-55.5817,353.6,1,1,2024-02-01,1802,Aqua,MODIS,96,61.03,307.3,59.7,D,0
-32.0593,-55.5922,320,1,1,2024-02-01,1802,Aqua,MODIS,19,61.03,305.9,7.1,D,0
-30.4567,-57.6539,324.1,1.1,1,2024-02-01,1803,Aqua,MODIS,65,61.03,309,10.9,D,0
-32.0532,-55.5704,303.5,1.5,1.2,2024-02-02,0138,Terra,MODIS,56,61.03,290.4,9.6,N,0
-32.0548,-55.5859,325.9,1.5,1.2,2024-02-02,0138,Terra,MODIS,100,61.03,290.9,42.5,N,0
-32.0583,-55.586,315.6,1.5,1.2,2024-02-02,0502,Aqua,MODIS,91,61.03,292.2,26.6,N,0
-32.0613,-55.57,317.4,1.5,1.2,2024-02-02,0502,Aqua,MODIS,95,61.03,291.9,29.6,N,0
-30.4165,-57.2124,323.8,1.7,1.3,2024-02-03,1747,Aqua,MODIS,59,61.03,306,21.5,D,0
-34.8287,-56.0337,305.7,1.6,1.3,2024-02-08,0224,Terra,MODIS,65,61.03,292.9,11.4,N,0
-34.8305,-56.0387,305.7,1.6,1.3,2024-02-08,0224,Terra,MODIS,65,61.03,292.7,12.4,N,0
-32.0664,-54.5803,322.5,1.2,1.1,2024-02-08,1324,Terra,MODIS,64,61.03,302.6,15,D,0
-32.3699,-54.1633,318.4,1.3,1.1,2024-02-08,1324,Terra,MODIS,45,61.03,302.6,7.2,D,2
-30.2632,-57.1575,326.3,1.2,1.1,2024-02-08,1757,Aqua,MODIS,65,61.03,308.8,18.5,D,0
-30.4125,-57.2163,322.8,1.2,1.1,2024-02-08,1757,Aqua,MODIS,18,61.03,303.9,11.1,D,0
-34.7244,-56.0825,317.5,1.1,1,2024-03-01,1819,Aqua,MODIS,68,61.03,298.6,7.7,D,0
-32.0265,-53.8975,310.6,2.9,1.6,2024-03-02,1722,Aqua,MODIS,48,61.03,291,21.9,D,0
-34.374,-55.2375,302.3,1,1,2024-03-03,1316,Terra,MODIS,47,61.03,288.6,3,D,2
-34.375,-55.2441,310.1,1,1,2024-03-03,1803,Aqua,MODIS,46,61.03,299.8,4.3,D,2
-32.0341,-54.5822,316,1.3,1.1,2024-03-05,1748,Aqua,MODIS,60,61.03,300.7,10.8,D,0
-30.6174,-57.2443,314.4,1.3,1.1,2024-03-06,1338,Terra,MODIS,68,61.03,298.5,13.9,D,0
-33.9443,-58.3226,344.1,1.1,1.1,2024-03-06,1828,Aqua,MODIS,87,61.03,302.2,52,D,0
-33.8789,-58.3746,312.2,1,1,2024-03-08,1322,Terra,MODIS,62,61.03,297.1,5.4,D,0
-34.6071,-56.5026,323.2,1,1,2024-03-08,1812,Aqua,MODIS,37,61.03,303.7,11,D,0
-34.5997,-56.5154,322.3,1,1,2024-03-08,1812,Aqua,MODIS,47,61.03,304.6,10,D,0
-32.414,-58.0585,311.9,1.1,1,2024-03-25,1825,Aqua,MODIS,57,61.03,301.5,5.7,D,0
-31.7933,-56.4507,316.2,1.3,1.1,2024-03-25,1825,Aqua,MODIS,68,61.03,301.6,12.6,D,0
-32.9039,-53.5274,310.2,1.1,1,2024-03-27,1808,Aqua,MODIS,61,61.03,297.2,6.6,D,0
-30.377,-57.0442,313.3,1.5,1.2,2024-03-29,1753,Aqua,MODIS,60,61.03,300.3,10.5,D,0
-31.4907,-55.1832,315.4,1.2,1.1,2024-03-29,1753,Aqua,MODIS,66,61.03,299.7,10.4,D,0
-30.3787,-57.0595,315.4,1.5,1.2,2024-03-29,1753,Aqua,MODIS,65,61.03,300.7,13.6,D,0
-31.3838,-57.8872,304.1,1.1,1.1,2024-04-18,1312,Terra,MODIS,58,61.03,292.7,4.6,D,0
-31.3856,-57.8757,302.9,1.1,1.1,2024-04-18,1312,Terra,MODIS,48,61.03,292.8,3.8,D,0
-31.3902,-57.8826,308.2,1.1,1.1,2024-04-18,1312,Terra,MODIS,67,61.03,292.8,8.3,D,0
-33.8585,-54.1886,309.8,1,1,2024-04-20,1811,Aqua,MODIS,62,61.03,297.6,6.4,D,0
-33.2207,-54.0057,310,1.1,1,2024-04-20,1811,Aqua,MODIS,61,61.03,299.5,6.3,D,0
-31.1325,-55.6274,319.6,1,1,2024-05-14,1812,Aqua,MODIS,79,61.03,286.9,19,D,0
-31.1341,-55.6379,313.1,1,1,2024-05-14,1812,Aqua,MODIS,73,61.03,286.3,13.4,D,0
-34.1453,-57.3106,314.4,1.3,1.1,2024-05-17,1836,Aqua,MODIS,75,61.03,286.4,21.5,D,0
-31.1379,-57.8257,308.5,1.1,1,2024-05-20,1329,Terra,MODIS,67,61.03,286,12,D,0
-30.3896,-57.4733,308.7,1.8,1.3,2024-06-03,1843,Aqua,MODIS,67,61.03,288.6,22.3,D,0
-30.383,-57.4695,305.6,1.8,1.3,2024-06-03,1843,Aqua,MODIS,62,61.03,288.3,18.6,D,0
-31.0577,-55.7451,305.3,1.3,1.1,2024-06-05,1826,Aqua,MODIS,61,61.03,284.9,10.3,D,0
-31.06,-55.7581,324.6,1.3,1.1,2024-06-05,1826,Aqua,MODIS,83,61.03,285.8,32.8,D,0
-31.0547,-55.7466,308.9,1.4,1.2,2024-06-06,1327,Terra,MODIS,68,61.03,281,13.8,D,0
-31.0607,-55.7534,301.7,1.4,1.2,2024-06-06,1327,Terra,MODIS,37,61.03,281.7,6.6,D,0
-30.7872,-57.0479,312.8,1.1,1,2024-06-07,1810,Aqua,MODIS,69,61.03,295.9,9.6,D,0
-30.433,-57.7129,306.1,1.1,1.1,2024-06-07,1810,Aqua,MODIS,53,61.03,288.1,5.5,D,0
-33.8054,-58.1122,313.7,1.1,1,2024-06-10,1833,Aqua,MODIS,74,61.03,293.4,12.2,D,0
-33.7961,-58.1144,306.7,1.1,1,2024-06-10,1833,Aqua,MODIS,60,61.03,292.5,6.2,D,0
-30.4817,-57.1455,305.4,1.3,1.1,2024-06-10,1834,Aqua,MODIS,61,61.03,291.1,8,D,0
-30.4792,-57.1318,313.6,1.3,1.1,2024-06-10,1834,Aqua,MODIS,74,61.03,291.1,16.8,D,0
-30.3247,-57.5445,306,1.3,1.1,2024-06-10,1834,Aqua,MODIS,63,61.03,291.1,8.1,D,0
-30.5862,-57.8116,323.9,1,1,2024-06-12,1817,Aqua,MODIS,80,61.03,298,18.3,D,0
-30.5876,-57.8222,308.6,1,1,2024-06-12,1817,Aqua,MODIS,40,61.03,297.1,4.4,D,0
-30.9773,-57.6538,306.6,1,1,2024-06-12,1817,Aqua,MODIS,48,61.03,290.6,5.1,D,0
-30.5266,-57.7754,309.9,1.6,1.2,2024-06-14,1800,Aqua,MODIS,64,61.03,294.1,11.7,D,0
-32.8689,-54.7201,306.9,1.1,1.1,2024-06-14,1800,Aqua,MODIS,64,61.03,290.2,6.8,D,0
-34.096,-58.0955,316.5,1,1,2024-06-17,1823,Aqua,MODIS,77,61.03,293.5,12.9,D,0
-34.0976,-58.1062,331.3,1,1,2024-06-17,1823,Aqua,MODIS,87,61.03,294.5,29.3,D,0
-34.0991,-58.117,309.6,1,1,2024-06-17,1823,Aqua,MODIS,23,61.03,293.1,7.2,D,0
-34.0871,-58.0973,312.3,1,1,2024-06-17,1823,Aqua,MODIS,56,61.03,292.9,9.4,D,0
-34.0886,-58.1081,345.2,1,1,2024-06-17,1823,Aqua,MODIS,94,61.03,294.4,51.1,D,0
-33.7051,-57.6573,313.3,1.1,1.1,2024-06-24,1814,Aqua,MODIS,73,61.03,285.5,16.1,D,0
-30.3062,-57.547,306.4,1,1,2024-06-24,1815,Aqua,MODIS,63,61.03,288.3,8.3,D,0
-30.2789,-57.5956,301.3,1.7,1.3,2024-06-26,1758,Aqua,MODIS,35,61.03,288.1,10.2,D,2
-30.2819,-57.6001,300.7,1.7,1.3,2024-06-26,1758,Aqua,MODIS,30,61.03,288,10.1,D,0
-33.223,-56.1728,317.1,1,1,2024-06-29,1821,Aqua,MODIS,77,61.03,283,18.8,D,0
-34.2132,-55.2762,304.2,1.1,1.1,2024-07-01,1804,Aqua,MODIS,58,61.03,280.5,9,D,0
-34.2147,-55.2885,302.3,1.1,1.1,2024-07-01,1804,Aqua,MODIS,51,61.03,284.4,7.6,D,0
-34.0027,-54.2052,313.4,1,1,2024-07-01,1804,Aqua,MODIS,74,61.03,286.6,13.6,D,0
-34.0042,-54.2164,319.4,1,1,2024-07-01,1804,Aqua,MODIS,79,61.03,287.5,19,D,0
-33.995,-54.2182,314.9,1,1,2024-07-01,1804,Aqua,MODIS,34,61.03,286.9,13.7,D,0
-32.1126,-57.799,311.3,1.4,1.2,2024-07-01,1805,Aqua,MODIS,71,61.03,291.3,18,D,0
-31.506,-55.9111,301.8,1.1,1.1,2024-07-01,1805,Aqua,MODIS,49,61.03,290,6.2,D,0
-31.2484,-55.6629,304,1.1,1,2024-07-01,1805,Aqua,MODIS,58,61.03,290.4,7.3,D,0
-30.3879,-57.5038,303.3,1.3,1.1,2024-07-01,1805,Aqua,MODIS,55,61.03,292.3,7.5,D,0
-34.2183,-55.2634,325.3,2.1,1.4,2024-07-02,1845,Aqua,MODIS,84,61.03,288.1,71.3,D,0
-34.2059,-55.2668,337.2,2.1,1.4,2024-07-02,1845,Aqua,MODIS,90,61.03,289.8,119.6,D,0
-34.2052,-55.2745,340.6,2.1,1.4,2024-07-02,1845,Aqua,MODIS,92,61.03,289.9,135.3,D,0
-34.2049,-55.2465,316,2,1.4,2024-07-03,1747,Aqua,MODIS,76,61.03,278.1,47.5,D,0
-34.2068,-55.2683,301.3,2,1.4,2024-07-03,1747,Aqua,MODIS,46,61.03,278.9,20.2,D,0
-34.2027,-55.2521,315.5,2,1.4,2024-07-03,1747,Aqua,MODIS,76,61.03,278.4,43.4,D,0
-34.0065,-54.2053,302.7,1.7,1.3,2024-07-03,1747,Aqua,MODIS,48,61.03,282.8,14.3,D,0
-34.0083,-54.2235,311.3,1.7,1.3,2024-07-03,1747,Aqua,MODIS,62,61.03,282.1,26.4,D,0
-34.0088,-54.2118,315.1,1.7,1.3,2024-07-03,1747,Aqua,MODIS,51,61.03,282.8,30.2,D,0
-34.0091,-54.2079,305.9,1.4,1.2,2024-07-04,1828,Aqua,MODIS,62,61.03,285.5,13.2,D,0
-34.1977,-55.2532,328.6,1.2,1.1,2024-07-04,1828,Aqua,MODIS,86,61.03,285.1,37,D,0
-34.194,-55.2476,311.6,1.2,1.1,2024-07-04,1828,Aqua,MODIS,72,61.03,283.9,17.5,D,0
-34.1962,-55.2602,318,1.2,1.1,2024-07-04,1828,Aqua,MODIS,78,61.03,284.5,24.3,D,0
-34.201,-55.2855,332.6,3.8,1.8,2024-07-05,1730,Aqua,MODIS,88,61.03,284.1,237.5,D,0
-34.2115,-55.2888,309.5,3.8,1.8,2024-07-05,1730,Aqua,MODIS,69,61.03,283.5,77.3,D,0
-34.1951,-55.2901,320.7,3.8,1.8,2024-07-05,1730,Aqua,MODIS,80,61.03,283,145.6,D,0
-33.2234,-56.1571,301.6,1.4,1.2,2024-07-09,1835,Aqua,MODIS,48,61.03,283,10.9,D,0
-34.0082,-54.2232,311.9,1.1,1,2024-07-11,1818,Aqua,MODIS,68,61.03,280.4,15.1,D,0
-32.8577,-58.039,300,1.1,1,2024-07-11,1818,Aqua,MODIS,22,61.03,278.4,7.3,D,0
-34.1858,-55.1912,302.7,3.4,1.7,2024-07-12,1858,Aqua,MODIS,53,61.03,281.4,48.1,D,0
-34.0088,-54.2222,303.2,1.1,1.1,2024-07-13,1801,Aqua,MODIS,52,61.03,285.1,8.3,D,0
-33.5704,-56.9028,304.7,1.5,1.2,2024-07-13,1801,Aqua,MODIS,60,61.03,287,13,D,0
-34.1847,-55.2143,392.1,1.1,1,2024-07-16,1825,Aqua,MODIS,100,61.03,296.8,241,D,0
-34.1867,-55.226,354,1.1,1,2024-07-16,1825,Aqua,MODIS,97,61.03,292.8,82.1,D,0
-34.1754,-55.2164,326,1.1,1,2024-07-16,1825,Aqua,MODIS,84,61.03,287.8,28.6,D,0
-34.1774,-55.2281,312.1,1.1,1,2024-07-16,1825,Aqua,MODIS,72,61.03,288.3,13.4,D,0
-32.5602,-58.1453,308.6,1,1,2024-07-16,1825,Aqua,MODIS,46,61.03,288.3,8.2,D,0
-32.5611,-58.1425,303.8,1,1,2024-07-17,1311,Terra,MODIS,50,61.03,284.1,7.5,D,0
-34.2047,-55.261,318,1.1,1,2024-07-18,1808,Aqua,MODIS,78,61.03,290.5,18.7,D,0
-34.2062,-55.2727,305.1,1.1,1,2024-07-18,1808,Aqua,MODIS,60,61.03,290.2,7.7,D,0
-34.2218,-56.3738,302.2,1.2,1.1,2024-07-18,1808,Aqua,MODIS,51,61.03,291.7,5.5,D,0
-33.854,-57.2226,308.2,1.3,1.1,2024-07-18,1808,Aqua,MODIS,67,61.03,292,11.4,D,0
-33.2012,-57.7487,306.1,1.4,1.2,2024-07-18,1808,Aqua,MODIS,63,61.03,293.3,7.7,D,0
-33.1956,-57.755,307,1.4,1.2,2024-07-18,1808,Aqua,MODIS,65,61.03,294,8.8,D,0
-31.5127,-55.8696,310.4,1.1,1,2024-07-18,1809,Aqua,MODIS,70,61.03,292.3,10.1,D,0
-31.5141,-55.8808,305.4,1.1,1,2024-07-18,1809,Aqua,MODIS,61,61.03,292.4,6.5,D,0
-31.1241,-57.8456,308.9,1.3,1.1,2024-07-18,1809,Aqua,MODIS,66,61.03,294.8,9.9,D,0
-31.1256,-57.8591,319.5,1.3,1.1,2024-07-18,1809,Aqua,MODIS,79,61.03,295.3,23,D,0
-30.8529,-56.3708,305.4,1.1,1,2024-07-18,1809,Aqua,MODIS,60,61.03,294.2,5.8,D,0
-30.778,-57.5872,305.3,1,1,2024-07-19,0154,Terra,MODIS,64,61.03,287.4,8.6,N,0
-31.4968,-55.9376,306.1,3.6,1.8,2024-07-22,1735,Aqua,MODIS,60,61.03,291.7,28.7,D,0
-34.0352,-56.7585,306.4,1.1,1,2024-07-23,1815,Aqua,MODIS,64,61.03,291.2,6.6,D,0
-34.0367,-56.7699,306.9,1.1,1,2024-07-23,1815,Aqua,MODIS,64,61.03,291.9,7.1,D,0
-32.2234,-56.1397,306.7,1,1,2024-07-23,1815,Aqua,MODIS,61,61.03,296.4,4.7,D,0
-31.5002,-55.9024,309,1,1,2024-07-23,1815,Aqua,MODIS,62,61.03,296.6,5.6,D,0
-31.5016,-55.9128,333.3,1,1,2024-07-23,1815,Aqua,MODIS,88,61.03,298,30.5,D,0
-31.4927,-55.9146,307.1,1,1,2024-07-23,1815,Aqua,MODIS,45,61.03,296.8,4.3,D,0
-32.7061,-54.8852,303.1,1.3,1.1,2024-07-25,1758,Aqua,MODIS,55,61.03,292.6,6.2,D,0
-34.2165,-55.2726,342.7,1.6,1.2,2024-07-26,1838,Aqua,MODIS,93,61.03,293.3,92.2,D,0
-34.2196,-55.2889,319.8,1.6,1.2,2024-07-26,1838,Aqua,MODIS,80,61.03,291.4,33.3,D,0
-33.3876,-58.0605,303.2,1.2,1.1,2024-07-26,1838,Aqua,MODIS,55,61.03,293.1,4.8,D,0
-32.001,-57.6782,306.7,1.3,1.1,2024-07-26,1839,Aqua,MODIS,54,61.03,296,8.1,D,0
-31.4,-56.1865,303.9,1.6,1.2,2024-07-26,1839,Aqua,MODIS,54,61.03,292.9,8.1,D,0
-33.534,-54.1181,302.2,1.1,1,2024-07-30,1804,Aqua,MODIS,51,61.03,286.7,7,D,0
-32.6261,-54.2668,302,1.1,1,2024-07-30,1805,Aqua,MODIS,50,61.03,288.1,6,D,0
-32.6646,-54.6326,307.2,1.1,1,2024-07-30,1805,Aqua,MODIS,65,61.03,283.9,10.8,D,0
-31.53,-55.0098,301.4,1.1,1,2024-07-30,1805,Aqua,MODIS,47,61.03,289.2,5.6,D,0
-30.7663,-57.7335,302.3,1.5,1.2,2024-07-30,1805,Aqua,MODIS,49,61.03,290.8,6.9,D,0
-34.4578,-56.5523,309.5,1,1,2024-08-02,1828,Aqua,MODIS,63,61.03,296,6.3,D,0
-34.0626,-54.6603,328.3,1.2,1.1,2024-08-02,1828,Aqua,MODIS,85,61.03,295.9,31.3,D,0
-34.0648,-54.6731,310.5,1.2,1.1,2024-08-02,1828,Aqua,MODIS,66,61.03,294.9,8.8,D,0
-34.0529,-54.6627,313.6,1.2,1.1,2024-08-02,1828,Aqua,MODIS,71,61.03,295.9,12.3,D,0
-34.0521,-58.0934,314.3,1,1,2024-08-02,1828,Aqua,MODIS,68,61.03,299,8.1,D,0
-34.0537,-58.1041,320.6,1,1,2024-08-02,1828,Aqua,MODIS,76,61.03,299.7,13.8,D,0
-33.9456,-58.309,320,1,1,2024-08-02,1828,Aqua,MODIS,75,61.03,299.6,13.2,D,0
-33.9472,-58.3198,313.3,1,1,2024-08-02,1828,Aqua,MODIS,65,61.03,299.3,7.4,D,0
-33.1547,-54.9505,312.9,1.2,1.1,2024-08-02,1828,Aqua,MODIS,70,61.03,296.4,11.5,D,0
-33.6449,-58.017,316.1,1,1,2024-08-02,1828,Aqua,MODIS,71,61.03,299.6,9.1,D,0
-33.6464,-58.0276,310.9,1,1,2024-08-02,1828,Aqua,MODIS,62,61.03,299.4,5.2,D,0
-33.4941,-57.3722,310.3,1,1,2024-08-02,1828,Aqua,MODIS,62,61.03,297.6,6.1,D,0
